Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,-9999
218,Dean Marlowe,DET,29,DB,16,9,0,0,0,0,2,0,0,1,0,0,0,67,37,30,0,2,,MarlDe00
219,James Pierre,PIT,25,CB,17,4,1,0,0,0,4,3,0,0,0,0,0,47,37,10,0,0,,PierJa01
220,Haason Reddick,CAR,27,RLB,16,16,,,0,,,2,0,1,22,0,11,68,37,31,12,18,,ReddHa00
221,Joey Bosa*,LAC,26,LOLB,16,16,,,0,,,7,0,0,0,0,10.5,51,36,15,5,20,,BosaJo00
222,Maxx Crosby*,LVR,24,RDE,17,17,0,0,0,0,7,,,,,0,8,56,36,20,13,30,,CrosMa00
223,Shaquill Griffin,JAX,26,LCB,14,14,0,0,0,0,7,1,0,0,0,0,0,49,36,13,0,2,,GrifSh00
224,Anthony Harris,PHI,30,FS,14,14,1,2,0,2,3,,,,,0,0,72,36,36,2,1,,HarrAn01
225,William Jackson III,WAS,29,RCB,12,12,2,0,0,0,8,,,,,0,0,39,36,3,0,0,,JackWi02
226,Ernest Jones,LAR,22,MLB,15,7,2,50,0,31,4,,,,,0,1,61,36,25,1,3,,JoneEr01
227,Julian Love,NYG,23,DB,17,5,1,0,0,0,7,0,0,1,-3,0,0.5,66,36,30,1,2,,LoveJu00
228,Trevon Moehrig,LVR,22,FS,17,17,1,35,0,35,6,,,,,0,0,55,36,19,0,0,,MoehTr00
229,Josh Norman,SFO,34,RCB,15,14,1,40,0,40,5,7,0,0,0,0,0,49,36,13,3,0,,NormJo01
230,Pete Werner,NOR,22,DB,15,8,,,0,,,,,,,0,0,62,36,26,4,1,,WernPe00
231,P.J. Williams,NOR,28,DB,16,5,3,86,1,46,5,1,0,0,0,0,2,42,36,6,3,4,,WillP.00
232,Quinnen Williams,NYJ,24,LDT,15,15,0,0,0,0,3,,,,,0,6,53,36,17,7,12,,WillQu00
233,Jayon Brown,TEN,26,RILB,10,6,1,2,0,2,2,,,,,0,0,55,35,20,0,0,,BrowJa06
234,Rashaan Evans,TEN,26,RILB,12,11,2,1,0,1,2,1,0,1,0,0,0,57,35,22,3,0,,EvanRa01
235,Damontae Kazee,DAL,28,FS,17,15,2,8,0,8,4,2,0,0,0,0,0,52,35,17,0,0,,KazeDa00
236,David Long,LAR,23,DB,16,5,1,0,0,0,4,,,,,0,0,40,35,5,0,0,,LongDa02
237,Jalen Mills,NWE,27,RCB,16,16,0,0,0,0,7,0,0,1,0,0,0,47,35,12,1,0,,MillJa02
238,Daron Payne,WAS,24,RDT,17,17,,,0,,,0,0,1,6,0,4.5,61,35,26,6,15,,PaynDa00
239,Greedy Williams,CLE,24,RCB,16,8,2,7,0,7,10,1,0,0,0,0,0,41,35,6,0,0,,WillGr00
240,Mike Edwards,TAM,25,DB,14,4,3,46,2,31,7,1,0,0,0,0,0,46,34,12,1,0,,EdwaMi01
241,Charles Harris,DET,26,ROLB,17,14,,,0,,,2,0,0,0,0,7.5,65,34,31,10,16,,HarrCh03
242,Troy Hill,CLE,30,DB,12,4,0,0,0,0,1,,,,,0,2,49,34,15,7,3,,HillTr01
243,Steven Nelson,PHI,28,LCB,16,16,1,4,0,4,7,,,,,0,0,50,34,16,0,0,,NelsSt01
244,Patrick Peterson,MIN,31,LCB,13,13,1,66,1,66,5,,,,,0,0,45,34,11,2,0,,PetePa00
245,M.J. Stewart,CLE,26,DB,13,3,0,0,0,0,4,1,0,0,0,0,0,47,34,13,2,0,,StewM.00
246,Denzel Ward*,CLE,24,LCB,15,15,3,103,1,99,10,,,,,0,0.5,43,34,9,1,2,,WardDe02
247,Leonard Williams,NYG,27,NT,17,17,0,0,0,0,2,2,0,1,0,0,6.5,81,34,47,5,14,,WillLe02
248,Mackensie Alexander,MIN,28,RLB,16,5,0,0,0,0,5,,,,,0,0,51,33,18,1,0,,AlexMa01
249,Tyus Bowser,BAL,26,ROLB/LIL,17,17,0,0,0,0,4,2,0,0,0,0,7,59,33,26,8,15,,BowsTy00
250,Carlton Davis,TAM,25,RCB,10,10,1,25,0,25,11,0,0,1,0,0,0,39,33,6,2,0,,DaviCa02
251,Myles Garrett*+,CLE,26,LDE,17,17,0,0,0,0,3,1,0,1,15,1,16,51,33,18,17,33,,GarrMy00
252,Tashaun Gipson,CHI,31,SS,12,12,2,31,0,31,3,0,0,1,13,0,1,47,33,14,1,1,,GipsTa00
253,Markus Golden,ARI,30,ROLB,16,5,0,0,0,0,1,4,0,2,0,0,11,48,33,15,10,19,,GoldMa00
254,Javelin Guidry,NYJ,23,CB,17,3,0,0,0,0,3,,,,,0,0,48,33,15,1,1,,GuidJa01
255,DeAndre Houston-Carson,CHI,28,DB,13,3,1,0,0,0,4,0,0,2,25,1,0,51,33,18,0,0,,HousDe00
256,Sam Hubbard,CIN,26,LDE,16,16,0,0,0,0,3,1,0,2,43,0,7.5,62,33,29,12,17,,HubbSa00
257,Dane Jackson,BUF,25,LCB,17,6,0,0,0,0,6,,,,,0,0,41,33,8,0,0,,JackDa02
258,Von Miller,2TM,32,LOLB/RDE,15,15,0,0,0,0,1,1,0,0,0,0,9.5,50,33,17,19,17,,MillVo00
259,Emmanuel Moseley,SFO,25,LCB,11,11,1,0,0,0,11,0,0,1,0,0,0,42,33,9,2,0,,MoseEm00
260,Greg Newsome II,CLE,21,RCB,12,11,0,0,0,0,9,,,,,0,0,37,33,4,0,0,,NewsGr00
261,A'Shawn Robinson,LAR,26,LDE,17,14,,,0,,,2,0,0,0,0,2,67,33,34,2,2,,RobiAS00
262,Asante Samuel Jr.,LAC,22,RCB,12,12,2,26,0,26,11,,,,,0,0,43,33,10,1,0,,SamuAs00
263,Zach Sieler,MIA,26,RDT,17,9,0,0,0,0,3,1,0,2,0,0,2,62,33,29,6,3,,SielZa00
264,Kindle Vildor,CHI,24,RCB,17,12,0,0,0,0,4,,,,,0,1,46,33,13,1,1,,VildKi00
265,Baron Browning,DEN,22,LILB,14,9,0,0,0,0,2,,,,,0,0,58,32,26,2,1,,BrowBa01
266,C.J. Gardner-Johnson,NOR,24,RLB,12,11,3,45,0,26,7,,,,,0,2,46,32,14,4,4,,GardCh00
267,Davon Godchaux,NWE,27,NT,17,16,,,0,,,1,0,0,0,0,1,65,32,33,2,5,,GodcDa00
268,Rodney McLeod,PHI,31,SS,13,13,2,24,0,24,4,,,,,0,0,58,32,26,0,0,,McLeRo00
269,Al-Quadin Muhammad,IND,26,RDE,17,17,,,0,,,1,0,0,0,0,6,48,32,16,7,13,,MuhaAl00
270,Ryan Neal,SEA,26,SS,16,5,0,0,0,0,3,,,,,0,1,49,32,17,3,3,,NealRy00
271,Tre Norwood,PIT,22,DB,17,3,1,0,0,0,4,,,,,0,0,38,32,6,2,0,,NorwTr00
272,Xavier Rhodes,IND,31,LCB,13,13,1,4,0,4,7,0,0,1,0,0,0,39,32,7,1,0,,RhodXa00
273,Malcolm Smith,CLE,32,MLB,15,6,2,1,0,1,5,,,,,0,0,51,32,19,3,0,,SmitMa02
274,Jonathan Allen*,WAS,26,LDT,17,17,,,0,,,,,,,0,9,62,31,31,10,30,,AlleJo01
275,Brian Burns*,CAR,23,RDE,17,16,0,0,0,0,4,2,0,0,0,0,9,50,31,19,13,18,,BurnBr00
276,Deon Bush,CHI,28,DB,14,4,2,42,0,27,5,,,,,0,0,40,31,9,0,0,,BushDe00
277,Tevaughn Campbell,LAC,28,RCB,16,7,0,0,0,0,4,2,0,1,61,1,0,40,31,9,0,0,,CampTe00
278,Antonio Hamilton,ARI,28,DB,17,2,0,0,0,0,4,0,0,1,0,0,0,38,31,7,1,0,,HamiAn01
279,C.J. Henderson,2TM,23,CB/RCB,12,7,0,0,0,0,2,,,,,0,0,39,31,8,1,0,,HendCJ00
280,Austin Johnson,NYG,27,RDE,17,17,0,0,0,0,1,0,0,1,0,0,3.5,72,31,41,6,7,,JohnAu01
281,Chandler Jones*,ARI,31,LOLB,15,15,0,0,0,0,4,6,0,1,1,0,10.5,41,31,10,12,26,,JoneCh03
282,Keith Taylor,CAR,23,DB,17,3,0,0,0,0,3,1,0,0,0,0,0,38,31,7,1,0,,TaylKe03
283,Robert Alford,ARI,33,DB,13,5,1,23,0,23,4,,,,,0,0,37,30,7,1,0,,AlfoRo00
284,Zach Allen,ARI,24,RDE,15,14,1,25,0,25,4,0,0,3,27,1,4,48,30,18,5,14,,AlleZa01
285,Malcom Brown,JAX,27,NT,17,17,0,0,0,0,1,,,,,0,2,57,30,27,4,3,,BrowMa01
286,Christian Covington,LAC,28,DT,16,3,,,0,,,1,0,0,0,0,1,52,30,22,3,1,,CoviCh00
287,Dane Cruikshank,TEN,26,DB,14,4,0,0,0,0,1,1,0,0,0,0,0,43,30,13,0,0,,CruiDa00
288,Kristian Fulton,TEN,23,RCB,13,13,2,13,0,13,14,,,,,0,0,40,30,10,0,0,,FultKr00
289,Chris Harris Jr.,LAC,32,DB,14,11,1,0,0,0,6,,,,,0,0,37,30,7,0,1,,HarrCh01
290,Myles Hartsfield,CAR,24,RDE,10,9,0,0,0,0,4,,,,,0,1,45,30,15,2,1,,HartMy00
291,Malik Hooker,DAL,25,DB,15,3,1,0,0,0,2,,,,,0,0,44,30,14,1,0,,HookMa00
292,Jerry Jacobs,DET,24,LCB,13,9,0,0,0,0,7,1,1,1,0,0,0,34,30,4,3,1,,JacoJe00
293,Linval Joseph,LAC,33,NT,14,12,,,0,,,,,,,0,1,57,30,27,3,2,,JoseLi99
294,Marcus Maye,NYJ,28,SS,6,6,0,0,0,0,2,,,,,0,1,46,30,16,4,1,,MayeMa00
295,Sean Murphy-Bunting,TAM,24,RCB,9,8,0,0,0,0,3,1,0,0,0,0,0,43,30,13,1,0,,BuntSe00
296,Duke Shelley,CHI,25,DB,10,4,0,0,0,0,3,,,,,0,0,37,30,7,0,0,,ShelDu00
297,Tavon Young,BAL,27,DB,17,7,1,0,0,0,3,,,,,0,2,35,30,5,4,3,,YounTa01
298,Arik Armstead,SFO,28,LDT/LDE,17,17,,,0,,,,,,,0,6,63,29,34,7,11,,ArmsAr01
299,Calais Campbell,BAL,35,RDE/LDE,15,14,0,0,0,0,1,0,0,1,0,0,1.5,49,29,20,5,12,,CampCa99
300,Ross Cockrell,TAM,30,DB,17,4,0,0,0,0,7,1,0,0,0,0,0,43,29,14,0,2,,CockRo00
301,Tre Flowers,2TM,26,DB,16,4,0,0,0,0,1,0,0,1,0,0,0,39,29,10,0,0,,FlowTr01
302,B.J. Hill,CIN,26,DT,16,2,,,0,,,,,,,0,5.5,50,29,21,6,12,,HillB.00
303,Chris Jackson,TEN,23,S,12,3,0,0,0,0,4,,,,,0,0,34,29,5,1,0,,JackCh01
304,A.J. Klein,BUF,30,LB,15,4,1,12,0,12,5,0,0,1,0,0,0,35,29,6,4,1,,KleiAJ00
305,Larry Ogunjobi,CIN,27,LDT,16,16,,,0,,,,,,,0,7,49,29,20,12,16,,OgunLa00
306,Azeez Ojulari,NYG,21,ROLB,17,13,0,0,0,0,2,1,0,0,0,0,8,49,29,20,8,13,,OjulAz00
307,Ed Oliver,BUF,24,LDT/RDT,17,17,0,0,0,0,3,1,0,0,0,0,4,41,29,12,10,14,,OlivEd00
308,Andrew Sendejo,IND,34,FS,12,10,0,0,0,0,2,1,0,1,0,0,0,40,29,11,2,0,,SendAn00
309,Robert Spillane,PIT,26,LB,14,4,,,0,,,,,,,0,0,56,29,27,2,0,,SpilRo00
310,D.J. Wonnum,MIN,24,LDE,17,14,0,0,0,0,4,1,0,0,0,0,8,47,29,18,7,15,,WonnDJ00
311,Chris Wormley,PIT,28,LDE,15,14,0,0,0,0,3,1,0,0,0,0,7,51,29,22,6,10,,WormCh00
312,Henry Black,GNB,24,S,17,0,1,0,0,0,2,1,0,0,0,0,0,38,28,10,0,0,,BlacHe00
313,Myles Bryant,NWE,23,CB,12,2,1,33,0,33,3,1,0,0,0,0,1,41,28,13,2,2,,BryaMy01
314,Lorenzo Carter,NYG,26,LILB,14,14,1,1,0,1,5,2,0,1,0,0,5,50,28,22,6,8,,CartLo01
315,Divine Deablo,LVR,23,LB,17,5,0,0,0,0,1,0,0,1,0,0,0,45,28,17,1,0,,DeabDi00
316,Greg Gaines,LAR,25,RDT,17,13,,,0,,,,,,,0,4.5,55,28,27,4,13,,GainGr00
317,Alohi Gilman,LAC,24,S,11,3,1,0,0,0,1,,,,,0,0,42,28,14,0,0,,GilmAl00
318,Richie Grant,ATL,24,DB,16,0,0,0,0,0,2,1,0,1,2,0,0,35,28,7,2,0,,GranRi00
319,Harrison Phillips,BUF,25,RDT,14,8,0,0,0,0,1,0,0,1,0,0,1,51,28,23,4,6,,PhilHa00
320,Nick Scott,LAR,26,DB,17,1,2,3,0,3,4,,,,,0,0,47,28,19,0,0,,ScotNi01
321,Darrell Taylor,SEA,24,LDE,16,5,0,0,0,0,1,1,0,0,0,0,6.5,37,28,9,7,13,,TaylDa00
322,Deatrich Wise Jr.,NWE,27,LDE,16,9,0,0,0,0,4,1,0,0,0,0,3,41,28,13,4,9,,WiseDe00
323,Julian Blackmon,IND,23,FS,6,6,0,0,0,0,1,1,0,0,0,0,0,34,27,7,2,0,,BlacJu01
324,Derrick Brown,CAR,23,LDT,16,14,0,0,0,0,4,,,,,0,3,41,27,14,8,9,,BrowDe05
325,Sean Chandler,CAR,25,SS,15,7,0,0,0,0,1,1,0,0,0,0,0,48,27,21,0,1,,ChanSe00
326,Kenny Clark*,GNB,26,NT,16,16,,,0,,,0,0,1,0,0,4,48,27,21,6,13,,ClarKe01
327,Rashan Gary,GNB,24,ROLB,16,16,,,0,,,2,0,1,0,0,9.5,47,27,20,8,28,,GaryRa00
328,Rasheem Green,SEA,24,LOLB,17,16,0,0,0,0,4,,,,,0,6.5,48,27,21,6,15,,GreeRa01
329,Javon Hargrave*,PHI,28,LDT,16,16,0,0,0,0,1,1,0,0,0,0,7.5,63,27,36,9,18,,HargJa00
330,Dexter Lawrence,NYG,24,LDE,16,10,0,0,0,0,2,1,0,0,0,0,2.5,54,27,27,5,11,,LawrDe03
331,Tre'Davious White,BUF,26,LCB,11,11,1,0,0,0,6,1,0,1,0,0,0.5,41,27,14,1,1,,WhitTr01
332,Rock Ya-Sin,IND,25,LCB,13,8,0,0,0,0,8,1,0,1,13,0,0,31,27,4,0,0,,Ya-SRo00
333,Pierre Desir,TAM,31,DB,12,2,2,0,0,0,4,1,0,0,0,0,0,28,26,2,0,0,,DesiPi00
334,Willie Gay Jr.,KAN,23,LLB,12,11,2,14,0,13,4,,,,,0,0.5,48,26,22,1,1,,GayJWi00
335,Joe Haden,PIT,32,LCB,12,11,0,0,0,0,6,1,0,1,0,0,0,38,26,12,0,0,,HadeJo99
336,DaVon Hamilton,JAX,24,RDE,16,8,0,0,0,0,2,0,0,1,0,0,1,46,26,20,2,2,,HamiDa02
337,Frankie Luvu,CAR,25,LB,16,4,0,0,0,0,1,1,0,3,35,0,1.5,43,26,17,8,5,,LuvuFr00
338,Kevin Minter,TAM,31,RILB,16,5,,,0,,,,,,,0,1,40,26,14,2,3,,MintKe00
339,Bilal Nichols,CHI,25,RDE/LDE,17,15,0,0,0,0,1,0,0,2,12,0,3,51,26,25,5,9,,NichBi00
340,Emmanuel Ogbah,MIA,28,LDE,17,11,0,0,0,0,12,1,0,1,0,0,9,41,26,15,9,24,,OgbaEm00
341,Jaylon Smith,3TM,26,LB,10,4,0,0,0,0,1,,,,,0,1,38,26,12,1,1,,SmitJa05
342,Mack Wilson,CLE,23,LLB,14,6,,,0,,,,,,,0,0,42,26,16,0,0,,WilsMa03
343,Al Woods,SEA,34,RDE,16,16,0,0,0,0,3,,,,,0,1.5,50,26,24,4,5,,WoodAl99
344,Denico Autry,TEN,31,LDE,17,11,0,0,0,0,6,,,,,0,9,31,25,6,10,18,,AutrDe00
345,Bryce Callahan,DEN,30,DB,11,6,0,0,0,0,4,,,,,0,1,29,25,4,3,0,,CallBr00
346,Fletcher Cox,PHI,31,RDT,16,16,,,0,,,2,0,1,0,1,3.5,35,25,10,7,12,,CoxxFl00
347,Folorunso Fatukasi,NYJ,26,RDT,15,15,,,0,,,,,,,0,0,46,25,21,5,6,,FatuFo00
348,Preston Smith,GNB,29,LOLB,16,16,0,0,0,0,2,2,1,2,4,0,9,38,25,13,9,17,,SmitPr00
349,Chandon Sullivan,GNB,25,DB,17,10,3,14,0,13,4,,,,,0,0,31,25,6,2,0,,SullCh00
350,K.J. Wright,LVR,32,RLB,17,8,,,0,,,,,,,0,0,51,25,26,2,0,,WrigK.00
351,Angelo Blackson,CHI,29,LDE,17,8,1,6,0,6,2,,,,,0,2.5,43,24,19,3,9,,BlacAn00
352,Oren Burks,GNB,26,LB,17,3,,,0,,,0,0,1,0,0,0.5,36,24,12,1,2,,BurkOr00
353,Jadeveon Clowney,CLE,28,RDE,14,14,0,0,0,0,2,2,0,0,0,0,9,37,24,13,11,19,,ClowJa00
354,Donte Deayon,LAR,27,DB,10,1,0,0,0,0,2,,,,,0,0,29,24,5,1,0,,DeayDo01
355,Carlos Dunlap,SEA,32,DE,17,2,0,0,0,0,7,1,0,0,0,0,8.5,35,24,11,8,14,,DunlCa99
356,Marcell Harris,SFO,27,RLB,15,7,1,2,0,2,1,,,,,0,1,44,24,20,2,1,,HarrMa03
357,Shelby Harris,DEN,30,RDE,16,16,0,0,0,0,2,1,0,0,0,0,6,49,24,25,7,11,,HarrSh00
358,Talanoa Hufanga,SFO,22,DB,15,3,0,0,0,0,2,,,,,0,0,32,24,8,1,1,,HufaTa00
359,Dean Lowry,GNB,27,LDE,17,17,0,0,0,0,4,0,0,1,2,0,5,42,24,18,5,9,,LowrDe00
360,Steven Means,ATL,31,LOLB,14,14,,,0,,,0,0,1,32,0,0,43,24,19,2,2,,MeanSt00
361,Uchenna Nwosu,LAC,25,ROLB,17,15,1,2,0,2,4,2,0,1,-6,0,5,40,24,16,8,17,,NwosUc00
362,Malik Reed,DEN,25,ROLB,14,13,0,0,0,0,2,2,0,1,0,0,5,43,24,19,3,8,,ReedMa01
363,Sheldon Richardson,MIN,31,RDT/RDE,17,7,0,0,0,0,4,1,0,1,0,0,2.5,39,24,15,6,13,,RichSh00
364,Davion Taylor,PHI,23,RLB,9,6,,,0,,,2,0,0,0,0,0,41,24,17,1,0,,TaylDa01
365,Jerry Tillery,LAC,25,LDE,16,15,,,0,,,,,,,0,4.5,51,24,27,6,14,,TillJe00
366,Dorance Armstrong Jr.,DAL,24,RDE,13,5,0,0,0,0,1,0,0,1,37,1,5,37,23,14,3,12,,ArmsDo00
367,Christian Barmore,NWE,22,DT,17,2,0,0,0,0,2,,,,,0,1.5,46,23,23,3,9,,BarmCh00
368,Cody Barton,SEA,25,LB,16,1,0,0,0,0,1,,,,,0,0,37,23,14,1,2,,BartCo00
369,A.J. Bouye,CAR,30,RCB,10,7,0,0,0,0,3,1,0,0,0,0,0,28,23,5,2,0,,BouyA.00
370,Michael Brockers,DET,31,LDE,16,16,,,0,,,,,,,0,1,52,23,29,4,1,,BrocMi00
371,Brandon Copeland,ATL,30,LB,16,3,0,0,0,0,2,,,,,0,0,39,23,16,4,2,,CopeBr00
372,Marcus Davenport,NOR,25,RDE,11,9,,,0,,,3,0,1,1,0,9,39,23,16,9,16,,DaveMa00
373,Poona Ford,SEA,26,NT,17,17,0,0,0,0,1,,,,,0,2,53,23,30,6,6,,FordPo00
374,Trevis Gipson,CHI,24,LOLB,16,9,0,0,0,0,2,5,0,1,0,0,7,39,23,16,7,7,,GipsTr00
375,Jonathan Greenard,HOU,24,RDE,12,12,0,0,0,0,4,2,0,0,0,0,8,33,23,10,9,12,,GreeJo04
376,Danielle Hunter,MIN,27,LDE,7,7,,,0,,,,,,,0,6,38,23,15,6,10,,HuntDa01
377,Sebastian Joseph-Day,LAR,26,RDT,7,7,,,0,,,,,,,0,3,38,23,15,3,5,,JoseSe00
378,Blake Lynch,MIN,24,LLB,16,6,1,2,0,2,2,1,0,1,0,0,2,35,23,12,1,1,,LyncBl00
379,Justin Madubuike,BAL,24,LDE,15,11,0,0,0,0,2,,,,,0,2,36,23,13,7,5,,MaduJu00
380,Odafe Oweh,BAL,23,DE,15,2,0,0,0,0,1,3,0,2,0,0,5,33,23,10,5,15,,OwehJa00
381,Jaelan Phillips,MIA,22,LB,17,5,0,0,0,0,1,0,0,1,0,0,8.5,42,23,19,9,16,,PhilJa02
382,Jarran Reed,KAN,29,LDT,17,17,0,0,0,0,1,2,0,1,10,0,2.5,43,23,20,2,12,,ReedJa02
383,Elijah Riley,2TM,23,DB/FS,8,7,0,0,0,0,1,,,,,0,1,45,23,22,3,1,,RileEl01
384,Quincy Roche,NYG,23,LB,14,3,,,0,,,1,0,0,0,0,2.5,38,23,15,5,5,,RochQu00
385,E.J. Speed,IND,26,LB,17,1,0,0,0,0,1,1,0,0,0,0,0,31,23,8,0,0,,SpeeEJ00
386,Grover Stewart,IND,28,RDT,17,17,0,0,0,0,2,1,0,0,0,0,1,46,23,23,2,5,,StewGr00
387,Justin Strnad,DEN,25,RILB,16,5,,,0,,,,,,,0,0,36,23,13,0,1,,StrnJu00
388,Zack Baun,NOR,25,LB,17,4,,,0,,,,,,,0,0,30,22,8,0,2,,BaunZa00
389,Jonathon Cooper,DEN,23,LOLB,16,5,,,0,,,0,0,1,0,0,2.5,38,22,16,4,7,,CoopJo02
390,Jonas Griffith,DEN,24,LB,13,4,,,0,,,0,0,1,0,0,0,46,22,24,4,2,,GrifJo01
391,D.J. Reader,CIN,27,RDT,15,15,,,0,,,,,,,0,2,43,22,21,3,7,,ReadD.00
392,Dawuane Smoot,JAX,26,RDE,16,10,0,0,0,0,3,1,0,0,0,0,6,36,22,14,7,16,,SmooDa00
393,Caden Sterns,DEN,22,DB,15,2,2,47,0,46,5,,,,,0,2,28,22,6,2,2,,SterCa00
394,Vita Vea*,TAM,26,NT,16,16,0,0,0,0,3,0,0,1,0,0,4,33,22,11,5,12,,VeaxVi00
395,Genard Avery,PHI,26,LLB,16,12,,,0,,,,,,,0,1,43,21,22,4,2,,AverGe00
396,Markus Bailey,CIN,24,LB,16,3,0,0,0,0,3,,,,,0,0.5,38,21,17,0,1,,BailMa01
397,Tarell Basham,DAL,27,LDE,17,6,,,0,,,1,0,1,0,0,3.5,39,21,18,3,11,,BashTa00
398,Kris Boyd,MIN,25,DB,15,1,,,0,,,0,0,2,0,0,0,26,21,5,0,0,,BoydKr00
399,Austin Bryant,DET,25,LOLB,14,5,,,0,,,,,,,0,4.5,31,21,10,5,6,,BryaAu00
400,T.J. Carrie,IND,31,DB,11,1,0,0,0,0,1,0,0,1,14,0,0,23,21,2,0,0,,CarrTr00
401,Akeem Davis-Gaither,CIN,24,LB,9,0,0,0,0,0,3,1,0,0,0,0,0,28,21,7,0,0,,DaviAk01
402,Samson Ebukam,SFO,26,LDE/RDE,17,11,0,0,0,0,1,1,0,0,0,0,4.5,38,21,17,5,11,,EbukSa00
403,Dante Fowler,ATL,27,ROLB,14,6,0,0,0,0,1,3,0,0,0,0,4.5,36,21,15,6,8,,FowlDa00
404,Zaire Franklin,IND,25,RLB,17,11,1,8,0,8,2,0,0,1,0,0,0,40,21,19,1,0,,FranZa00
405,William Gholston,TAM,30,RDE,17,10,,,0,,,,,,,0,4.5,36,21,15,7,11,,GholWi00
406,Darren Hall,ATL,21,DB,14,1,0,0,0,0,3,,,,,0,1,27,21,6,2,1,,HallDa03
407,Vernon Hargreaves III,2TM,26,DB,12,6,1,18,0,18,3,,,,,0,0,32,21,11,0,0,,HargVe00
408,Trey Hendrickson*,CIN,27,RDE,16,14,,,0,,,3,0,0,0,0,14,34,21,13,12,27,,HendTr00
409,Darnay Holmes,NYG,23,CB,11,4,1,15,0,15,2,,,,22,0,0,29,21,8,0,1,,HolmDa01
410,Kevin King,GNB,26,RCB,10,6,1,0,0,0,3,,,,,0,0,29,21,8,0,1,,KingKe01
411,Nevin Lawson,JAX,30,DB,12,4,1,11,0,11,5,,,,,0,0,29,21,8,0,0,,LawsNe00
412,Derrick Nnadi,KAN,25,RDT,17,10,,,0,,,,,,,0,3,38,21,17,2,5,,NnadDe00
413,Osa Odighizuwa,DAL,23,LDT,16,12,,,0,,,,,,,0,2,36,21,15,6,11,,OdigOs00
414,Roy Robertson-Harris,JAX,28,LDE,14,13,0,0,0,0,2,,,,,0,3,37,21,16,4,9,,RobeRo00
415,Sione Takitaki,CLE,26,RLB,15,8,,,0,,,1,0,1,0,0,0,44,21,23,5,2,,TakiSi00
416,Joe Tryon-Shoyinka,TAM,22,LB,17,6,0,0,0,0,3,,,,,0,4,29,21,8,5,10,,TryoJo00
417,DeMarcus Walker,HOU,27,DE,13,2,0,0,0,0,1,1,0,0,0,0,2,31,21,10,4,7,,WalkDe03
418,Josh Woods,2TM,25,LB,13,1,,,0,,,,,,,0,0,28,21,7,2,2,,WoodJo02
419,Mario Addison,BUF,34,LB,17,0,,,0,,,2,0,0,0,0,7,29,20,9,8,7,,AddiMa00
420,Derek Barnett,PHI,25,RDE,16,15,,,0,,,,,,,0,2,46,20,26,7,11,,BarnDe01
421,Camryn Bynum,MIN,23,DB,14,3,1,27,0,27,3,,,,,0,1,28,20,8,1,1,,BynuCa00
422,K'Lavon Chaisson,JAX,22,ROLB,15,8,,,0,,,,,,,0,1,31,20,11,3,4,,ChaiKL00
423,Justin Coleman,MIA,28,DB,16,4,2,0,0,0,3,,,,,0,0,27,20,7,1,0,,ColeJu01
424,Adam Gotsis,JAX,29,DT,16,4,,,0,,,,,,,0,3,27,20,7,6,7,,GotsAd00
425,Kerry Hyder,SEA,30,LDE,15,7,,,0,,,0,0,2,-3,0,1.5,33,20,13,3,11,,HydeKe01
426,Alexander Johnson,DEN,30,LILB,6,6,0,0,0,0,3,0,0,1,10,0,2,32,20,12,2,2,,JohnAl01
427,Dontae Johnson,SFO,30,DB,16,3,0,0,0,0,2,1,0,2,0,0,0,30,20,10,0,0,,JohnDo02
428,Roy Lopez,HOU,24,RDT,16,15,,,0,,,0,0,1,6,0,1,31,20,11,5,2,,LopeRo00
429,David Mayo,WAS,28,LB,16,4,,,0,,,0,0,1,0,0,0,28,20,8,2,1,,MayoDa00
430,Jason Pierre-Paul,TAM,32,LOLB,12,12,0,0,0,0,4,1,0,0,0,0,2.5,31,20,11,3,5,,PierJa99
431,Jeremy Reaves,WAS,25,DB,5,2,0,0,0,0,1,,,,,0,0,29,20,9,1,0,,ReavJe00
432,Benjamin St-Juste,WAS,24,DB,9,3,0,0,0,0,3,,,,,0,0,26,20,6,1,0,,StJuBe00
433,Armon Watts,MIN,25,LDT,17,9,,,0,,,2,0,0,0,0,5,46,20,26,3,10,,WattAr01
434,Eric Wilson,2TM,27,LB,14,2,1,7,0,7,1,,,,,0,0,46,20,26,1,1,,WilsEr00
435,Artie Burns,CHI,26,RCB,11,6,0,0,0,0,6,,,,,0,0,23,19,4,1,0,,BurnAr00
436,Andre Cisco,JAX,21,DB,17,3,0,0,0,0,2,2,0,0,0,0,0,26,19,7,0,0,,CiscAn00
437,DeShon Elliott,BAL,24,FS,6,6,1,0,0,0,2,,,,,0,1,23,19,4,3,3,,ElliDe02
438,Sam Franklin,CAR,25,LB,16,0,0,0,0,0,1,,,,,0,0,24,19,5,1,1,,FranSa00
439,Akiem Hicks,CHI,32,DE,9,9,,,0,,,,,,,0,3.5,25,19,6,5,9,,HickAk00
440,Justin Houston,BAL,32,LOLB,15,15,0,0,0,0,1,1,0,1,0,0,4.5,34,19,15,6,17,,HousJu00
441,DaQuan Jones,CAR,30,RDT,17,17,,,0,,,1,0,0,0,0,1,38,19,19,1,6,,JoneDa04
